A. David Edwards	Daniel Rueckert
Michael Cogswell	Dhruv Batra
Michael Cogswell	Viresh Ranjan
Michael Davies	Baskar Ganapathysubramanian
Michael Davies	Soumik Sarkar
Michael Dinerstein	Shimon Ullman
Michael Eickenberg	Bertrand Thirion
Michael Eickenberg	Gaël Varoquaux
Michael Eickenberg	Olivier Grisel
Michael Großhans	Christoph Sawade
Michael Großhans	Michael Brückner
Michael Großhans	Tobias Scheffer
Michael H. Bowling	Anna Koop
Michael H. Bowling	Demis Hassabis
Michael H. Bowling	Susan A. Murphy
Michael H. Coen	Barbara B. Bendlin
Michael H. Coen	M. Hidayath Ansari
Michael H. Coen	Nathanael Fillmore
Michael Hanke	Marcel A. J. van Gerven
Michael Hanke	Marcel van Gerven
Michael Hirsch 0001	Bernhard Schölkopf
Michael Horrell	John D. Lafferty
Michael Horrell	Mathias Drton
Michael Häusser	Jakob H. Macke
Michael Häusser	Maneesh Sahani
Michael I. Jordan	Andre Wibisono
Michael I. Jordan	Dan Klein
Michael I. Jordan	H. Brendan McMahan
Michael I. Jordan	Martin J. Wainwright
Michael I. Jordan	Peter Richtárik
Michael I. Jordan	Philipp Moritz
Michael I. Jordan	Thomas B. Schön
Michael J. Brammer	Adam J. Schwarz
Michael J. Brammer	Andre F. Marquand
Michael J. Brammer	Sara De Simoni
Michael J. Freedman	David M. Blei
Michael J. Kearns	Aaron Roth
Michael J. Kearns	Jamie H. Morgenstern
Michael J. Kearns	Moez Draief
Michael J. Kearns	Yuriy Nevmyvaka
Michael J. Paul	Mark Dredze
Michael J. Tarr	Robert E. Kass
Michael J. Wilber	Serge J. Belongie
Michael Jae-Yoon Chung	Daniela M. Witten
Michael Jae-Yoon Chung	Maryam Fazel
Michael Jae-Yoon Chung	Seungyeop Han
Michael Jae-Yoon Chung	Su-In Lee
Michael Kapralov	David P. Woodruff
Michael Kapralov	Rina Panigrahy
Michael Kapralov	Vamsi K. Potluru
Michael L. Littman	Amy Greenwald
Michael L. Littman	Carlos Diuk
Michael L. Littman	Fiery Cushman
Michael L. Littman	James MacGlashan
Michael L. Littman	Joseph L. Austerweil
Michael L. Littman	Monica Babes
Michael L. Wick	Andrew McCallum
Michael L. Wick	Aron Culotta
Michael L. Wick	Kedar Bellare
Michael L. Wick	Khashayar Rohanimanesh
Michael Lamar	Elie Bienenstock
Michael Lindenbaum	Shaul Markovitch
Michael M. Hoffman	Jeff A. Bilmes
Michael M. Hoffman	William Stafford Noble
Michael Mathioudakis	Pekka Parviainen
Michael Mathioudakis	Tomi Janhunen
Michael Mathioudakis	Tuukka Lehtiniemi
Michael McCourt	Alexandra Johnson
Michael McCourt	George Ke
Michael McCourt	Patrick Hayes
Michael McCourt	Scott Clark
Michael Mitzenmacher	Anshumali Shrivastava
Michael Mitzenmacher	Martin Slawski
Michael Mozer	Harold Pashler
Michael Mozer	Matt Jones 0001
Michael Mozer	Matthew H. Wilder
Michael Mozer	Michael Jones
Michael Mozer	Robert V. Lindsey
Michael Mozer	William J. Huggins
Michael N. Jones	Tal Yarkoni
Michael N. Shadlen	Rajesh P. N. Rao
Michael Naehrig	John Wernsing
Michael P. Friedlander	Hoyt A. Koepke
Michael P. Friedlander	Matthias W. Seeger
Michael Pacer	Thomas L. Griffiths
Michael Pfeiffer	Shih-Chii Liu
Michael R. Anderson	Honglak Lee
Michael R. Lyu	Wei Chen
Michael Riis Andersen	Lars Kai Hansen
Michael Riis Andersen	Ole Winther
Michael Schober	David K. Duvenaud
Michael Schober	Philipp Hennig
Michael Shindler	Adam Meyerson
Michael Shindler	Alex Wong
Michael Shvartsman	Jonathan D. Cohen
Michael Shvartsman	Vaibhav Srivastava
Michael Tschannen	Aleksandar Stanic
Michael Tschannen	Helmut Bölcskei
Michael Tschannen	Philipp Grohs
Michael W. Cole	Todd S. Braver
Michael W. Mahoney	Bin Yu 0001
Michael W. Mahoney	David P. Woodruff
Michael W. Mahoney	Lorenzo Orecchia
Michael W. Mahoney	Malik Magdon-Ismail
Michael W. Mahoney	Michael A. Saunders
Michael W. Mahoney	Petros Drineas
Michael W. Mahoney	Yuekai Sun
Michael Wu	Anand R. Atreya
Michael Wu	Kunle Olukotun
Michael Wu	Martin Odersky
Michael Wunder	Michael L. Littman
Michael Wunder	Monica Babes
Michael Young	Dan Dennison
Michael Young	Jean-François Crespo
Michael Zhu	Stefano Ermon
Michal Derezinski	Manfred K. Warmuth
Michal Feldman	Aviv Zohar
Michal Feldman	Roi Livni
Michal Feldman	Tomer Koren
Michal Feldman	Yishay Mansour
Michal Januszewski	Peter Li
Michal Januszewski	Pieter Abbeel
Michal Valko	Alexandra Carpentier
Michal Valko	Branislav Kveton
Michal Valko	Odalric-Ambrym Maillard
Michal Valko	Rémi Munos
Michalis K. Titsias	Christopher Yau
Michalis K. Titsias	David M. Blei
Michalis K. Titsias	Miguel Lázaro-Gredilla
Michalis K. Titsias	Neil D. Lawrence
Michalis Raptis	Greg Mori
Michalis Raptis	Leonid Sigal
Michalis Raptis	Stefano Soatto
Michaël Defferrard	Pierre Vandergheynst
Michaël Defferrard	Xavier Bresson
Michaël Mathieu	Aditya Ramesh
Michaël Mathieu	Junbo Jake Zhao
Michaël Mathieu	Pablo Sprechmann
Michaël Mathieu	Yann LeCun
Michaël Perrot	Amaury Habrard
Michaël Perrot	Nicolas Courty
Michaël Perrot	Rémi Flamary
Michel Besserve	Bernhard Schölkopf
Michel Besserve	Nikos K. Logothetis
Michele Cossalter	Lu Zheng
Michele Cossalter	Rong Yan
Michiel Hermans	Benjamin Schrauwen
Michèle Sebag	Alexander R. Statnikov
Michèle Sebag	Evelyne Viegas
Michèle Sebag	Jean-Christophe Souplet
Michèle Sebag	Sébastien Treguer
Miguel R. D. Rodrigues	A. Robert Calderbank
Miguel R. D. Rodrigues	David Wilcox
Miguel R. D. Rodrigues	Lawrence Carin
Miguel Á. Carreira-Perpiñán	Zhengdong Lu
Miguel Ángel Bautista 0001	Artsiom Sanakoyeu
Miguel Ángel Bautista 0001	Björn Ommer
Miguel Ángel Bautista 0001	Ekaterina Tikhoncheva
Mijung Park	Ahmad Qamar
Mijung Park	Gergo Bohner
Mijung Park	Greg Horwitz
Mijung Park	Jakob H. Macke
Mijung Park	Jonathan W. Pillow
Mijung Park	Lars Buesing
Mijung Park	Maneesh Sahani
Mijung Park	Oluwasanmi Koyejo
Mijung Park	Wittawat Jitkrittum
Mijung Park	Zoltán Szabó 0001
Mikael Henaff	Arthur Szlam
Mikael Henaff	Yann LeCun
Mikaela Keller	Marc Tommasi
Mike Chrzanowski	Adam Coates
Mike Chrzanowski	Andrew Y. Ng
Mike Chrzanowski	Awni Y. Hannun
Mike Chrzanowski	Billy Jun
Mike Chrzanowski	Bo Xiao
Mike Chrzanowski	Chong Wang
Mike Chrzanowski	Christopher Fougner
Mike Chrzanowski	Dani Yogatama
Mike Chrzanowski	David Seetapun
Mike Chrzanowski	Erich Elsen
Mike Chrzanowski	Greg Diamos
Mike Chrzanowski	Jesse Engel
Mike Chrzanowski	Jonathan Raiman
Mike Chrzanowski	Jun Zhan
Mike Chrzanowski	Libby Lin
Mike Chrzanowski	Linxi Fan
Mike Chrzanowski	Patrick LeGresley
Mike Chrzanowski	Ryan Prenger
Mike Chrzanowski	Sanjeev Satheesh
Mike Chrzanowski	Sharan Narang
Mike Chrzanowski	Sheng Qian
Mike Chrzanowski	Sherjil Ozair
Mike Chrzanowski	Shubho Sengupta
Mike Chrzanowski	Tony Han
Mike Chrzanowski	Xiangang Li
Mike Chrzanowski	Yan Xie
Mike Chrzanowski	Yi Wang
Mike Chrzanowski	Zhenyao Zhu
Mike Chrzanowski	Zhiqian Wang
Mike Izbicki	Christian R. Shelton
Mike Phulsuksombati	Leonidas J. Guibas
Mike Phulsuksombati	Mehran Sahami
Mike Schuster	Dale Schuurmans
Mike Schuster	Yonghui Wu
Mikhail Belkin	Yusu Wang
Mikhail Figurnov	Aizhan Ibraimova
Mikhail Figurnov	Dmitry P. Vetrov
Mikhail Figurnov	Pushmeet Kohli
Mikhail M. Shashkov	Thomas L. Griffiths
Mikhail Volkov	Dan Feldman
Mikhail Volkov	Daniela Rus
Mikhail Volkov	John W. Fisher III
Mikhail Yurochkin	XuanLong Nguyen
Mikio L. Braun	Andreas Harth
Mikio L. Braun	Klaus-Robert Müller
Mikio L. Braun	Marius Kloft
Mikko Honkala	Akos Vetek
Mikko Honkala	Harri Valpola
Mikko Honkala	Juha Karhunen
Mikko Honkala	Leo Kärkkäinen
Mikko Honkala	Tapani Raiko
Mikko Koivisto	Ivo Grosse
Mikko Koivisto	Teppo Mikael Niinimäki
Milad Kharratzadeh	Thomas R. Shultz
Milan Vojnovic	Se-Young Yun
Miles Lopes	Laurent Jacob
Miles Lopes	Martin J. Wainwright
Milind Ganjoo	Andrew Y. Ng
Milind Ganjoo	Christopher D. Manning
Miltiadis Allamanis	Andrew D. Gordon
Miltiadis Allamanis	Charles A. Sutton
Miltiadis Allamanis	Daniel Tarlow
Miltiadis Allamanis	Hao Peng
Miltiadis Allamanis	Yi Wei
Min Li	Xiaoming Yuan
Min Xu	Aarti Singh
Min Xu	Akshay Krishnamurthy
Min Xu	John D. Lafferty
Min Xu	Tao Qin
Min Xu	Tie-Yan Liu
Min Yang	Dale Schuurmans
Min Yang	Linli Xu
Min Yang	Martha White
Min-Oh Heo	Byoung-Tak Zhang
Min-Oh Heo	Jeonghee Kim
Min-Oh Heo	JungWoo Ha
Ming Ji	Binbin Lin
Ming Ji	Jiawei Han 0001
Ming Ji	Rong Jin
Ming Ji	Tianbao Yang
Ming Liang	Bo Zhang
Ming Liang	Xiaolin Hu
Ming Lin	Jieping Ye
Ming Lin	Xiaofei He
Ming Tan	Shaojun Wang
Ming Yang	Kai Yu 0001
Ming Yang	Yingming Li
Ming Yang	Zhongfei Zhang
Ming Yu	Mladen Kolar
Ming Yu	Varun Gupta
Ming Yuan	John D. Lafferty
Ming Yuan	Larry A. Wasserman
Ming-Hsuan Yang 0001	Honglak Lee
Ming-Jun Lai	Hasan Davulcu
Ming-Jun Lai	Jieping Ye
Ming-Jun Lai	Wei Fan
Ming-Jun Lai	Zhaosong Lu
Ming-Wei Chang	Dan Goldwasser
Ming-Wei Chang	Dan Roth
Ming-Wei Chang	Vivek Srikumar
Mingbo Cai	Jonathan W. Pillow
Mingbo Cai	Nicolas W. Schuck
Mingbo Cai	Yael Niv
Mingcheng Chen	Dawn Xiaodong Song
Mingjun Zhong	Charles A. Sutton
Mingjun Zhong	Mark A. Girolami
Mingjun Zhong	Nigel H. Goddard
Mingkui Tan	Bart Vandereycken
Mingkui Tan	Ivor W. Tsang
Mingkui Tan	Li Wang 0033
Mingkui Tan	Sinno Jialin Pan
Mingkui Tan	Yew-Soon Ong
Mingming Gong	Bernhard Schölkopf
Mingming Gong	Clark Glymour
Mingming Gong	Dacheng Tao
Mingming Gong	Dominik Janzing
Mingming Gong	Kun Zhang 0001
Mingming Gong	Philipp Geiger
Mingming Gong	Tongliang Liu
Mingqing Hu	Jianmin Wang 0001
Mingsheng Long	Han Zhu
Mingsheng Long	Jianmin Wang 0001
Mingsheng Long	Michael I. Jordan
Mingsheng Long	Yue Cao
Mingxuan Sun	Guy Lebanon
Mingxuan Sun	Seungyeon Kim
Mingyi Hong	Jong-Shi Pang
Mingyi Hong	Tuo Zhao
Mingyi Hong	Zhaoran Wang
Mingyi Hong	Zhi-Quan Luo
Mingyu Kim	Andrew Y. Ng
Mingyu Kim	Honglak Lee
Mingyu Kim	Juhan Nam
Mingyuan Zhou	Bo Chen 0001
Mingyuan Zhou	David B. Dunson
Mingyuan Zhou	David M. Blei
Mingyuan Zhou	Guillermo Sapiro
Mingyuan Zhou	Lawrence Carin
Mingyuan Zhou	Yulai Cong
Minh Ha Quang	Marco San-Biagio
Minh Ha Quang	Vittorio Murino
Minh Hoai	Dimitris Samaras
Minh Hoai	Gregory J. Zelinsky
Minh Tan Nguyen	Richard G. Baraniuk
Minhua Chen	A. Robert Calderbank
Minhua Chen	Lawrence Carin
Minhua Chen	Miguel R. D. Rodrigues
Minhua Chen	William R. Carson
Minhwan Kim	Haesun Park
Minhwan Kim	Kyomin Jung
Minhyung Cho	Chandra Shekhar Dhir
Minhyung Cho	Jaehyung Lee
Minje Kim	Paris Smaragdis
Minjie Xu	Balaji Lakshminarayanan
Minjie Xu	Bo Zhang 0010
Minjie Xu	Jun Zhu 0001
Minjie Xu	Yee Whye Teh
Minmin Chen	Alice X. Zheng
Minmin Chen	Fei Sha
Minmin Chen	John Blitzer
Minmin Chen	Kilian Q. Weinberger
Minmin Chen	Stephen Tyree
Minmin Chen	Yixin Chen
Minmin Chen	Yoshua Bengio
Minmin Chen	Zhixiang Eddie Xu
Minyoung Kim	Fernando De la Torre
Minyoung Kim	Luca Rigazio
Mir Rosenberg	Jianfeng Gao
Mir Rosenberg	Li Deng 0001
Mir Rosenberg	Rangan Majumder
Mir Rosenberg	Saurabh Tiwary
Mir Rosenberg	Xia Song
Miroslav Dudík	John Langford 0001
Miroslav Dudík	Lihong Li 0001
Misha Denil	Babak Shakibi
Misha Denil	David Matheson
Misha Denil	David Pfau
Misha Denil	Laurent Dinh
Misha Denil	Marc'Aurelio Ranzato
Misha Denil	Matthew W. Hoffman
Misha Denil	Nando de Freitas
Misha Denil	Sergio Gomez Colmenarejo
Misha Denil	Tom Schaul
Misha Denil	Yoshua Bengio
Mitesh M. Khapra	Amrita Saha
Mitesh M. Khapra	Balaraman Ravindran
Mitesh M. Khapra	Vikas C. Raykar
Mithun Chakraborty	Sanmay Das
Mitul A. Mehta	Adam J. Schwarz
Mitul A. Mehta	Andre F. Marquand
Mitul A. Mehta	Michael J. Brammer
Mitul A. Mehta	Sara De Simoni
Mladen Kolar	Aarti Singh
Mladen Kolar	Alessandro Rinaldo
Mladen Kolar	Ankur P. Parikh
Mladen Kolar	Eric P. Xing
Mladen Kolar	Han Liu
Mladen Kolar	James Sharpnack
Mladen Kolar	Jinbo Xu
Mladen Kolar	Sivaraman Balakrishnan
Mladen Kolar	Varun Gupta
Mo Yu	Han Liu 0001
Mo Yu	Raman Arora
Mo Yu	Yiming Wang
Moein Falahatgar	Alon Orlitsky
Moein Falahatgar	Mesrob I. Ohannessian
Mohamad Dia	Florent Krzakala
Mohamad Dia	Lenka Zdeborová
Mohamad Dia	Nicolas Macris
Mohamad Dia	Thibault Lesieur
MohamadAli Torkamani	Daniel Lowd
Mohamed Ahmed	Konstantin Kutzkov
Mohamed Elhoseiny	Ahmed M. Elgammal
Mohamed Elhoseiny	Amr Bakry
Mohamed Elhoseiny	Tarek El-Gaaly
Mohamed Hebiri	Joseph Salmon
Mohamed Hebiri	Katia Meziani
Mohamed Osama Ahmed	Alim Virani
Mohamed Osama Ahmed	Jakub Konecný
Mohamed Osama Ahmed	Mark W. Schmidt
Mohamed Osama Ahmed	Scott Sallinen
Mohammad Amin Sadeghi	David A. Forsyth
Mohammad E. Khan	François Fleuret
Mohammad E. Khan	Pascal Fua
Mohammad E. Khan	Pierre Baqué
Mohammad Emtiyaz Khan	Aleksandr Y. Aravkin
Mohammad Emtiyaz Khan	Benjamin M. Marlin
Mohammad Emtiyaz Khan	Guillaume Bouchard
Mohammad Emtiyaz Khan	Kevin P. Murphy
Mohammad Emtiyaz Khan	Matthias W. Seeger
Mohammad Emtiyaz Khan	Michael P. Friedlander
Mohammad Emtiyaz Khan	Shakir Mohamed
Mohammad Ghavamzadeh	Alessandro Lazaric
Mohammad Ghavamzadeh	Bruno Scherrer
Mohammad Ghavamzadeh	Hilbert J. Kappen
Mohammad Ghavamzadeh	Marek Petrik
Mohammad Ghavamzadeh	Matthew W. Hoffman
Mohammad Ghavamzadeh	Odalric-Ambrym Maillard
Mohammad Ghavamzadeh	Philippe Preux
Mohammad Ghavamzadeh	Rémi Munos
Mohammad Ghavamzadeh	Shie Mannor
Mohammad Ghavamzadeh	Sébastien Bubeck
Mohammad Gheshlaghi Azar	Alessandro Lazaric
Mohammad Gheshlaghi Azar	Bert Kappen
Mohammad Gheshlaghi Azar	Emma Brunskill
Mohammad Gheshlaghi Azar	Hilbert J. Kappen
Mohammad Gheshlaghi Azar	Mohammad Ghavamzadeh
Mohammad Gheshlaghi Azar	Rémi Munos
Mohammad Hossein Rohban	Prakash Ishwar
Mohammad Hossein Rohban	Venkatesh Saligrama
Mohammad J. Saberian	Can Xu
Mohammad J. Saberian	David J. Kriegman
Mohammad J. Saberian	Jose Costa Pereira
Mohammad J. Saberian	Nuno Vasconcelos
Mohammad Javad Hosseini	Su-In Lee
Mohammad Khajah	Michael C. Mozer
Mohammad Mahdian	Sadra Yazdanbod
Mohammad Mahdian	Sergei Vassilvitskii
Mohammad Mahdian	Umar Syed
Mohammad Norouzi 0002	Dale Schuurmans
Mohammad Norouzi 0002	David J. Fleet
Mohammad Norouzi 0002	Matthew Johnson 0003
Mohammad Norouzi 0002	Maxwell D. Collins
Mohammad Norouzi 0002	Mike Schuster
Mohammad Norouzi 0002	Navdeep Jaitly
Mohammad Norouzi 0002	Pushmeet Kohli
Mohammad Norouzi 0002	Ruslan Salakhutdinov
Mohammad Norouzi 0002	Samy Bengio
Mohammad Norouzi 0002	Yonghui Wu
Mohammad Norouzi 0002	Zhifeng Chen
Mohammad Pezeshki	Aaron C. Courville
Mohammad Pezeshki	Linxi Fan
Mohammad Pezeshki	Philemon Brakel
Mohammad Pezeshki	Yoshua Bengio
Mohammad Rastegari	Hal Daumé III
Mohammad Rastegari	Jonghyun Choi
Mohammad Rastegari	Larry S. Davis
Mohammad Rastegari	Shobeir Fakhraei
Mohammad Sadegh Talebi	Alexandre Proutière
Mohammad Sadegh Talebi	Marc Lelarge
Mohammad Sultan	Gert Kiss
Mohammad Sultan	Vijay S. Pande
Mohammad Taha Bahadori	Andy Schuetz
Mohammad Taha Bahadori	David C. Kale
Mohammad Taha Bahadori	Hongfei Li
Mohammad Taha Bahadori	Jimeng Sun
Mohammad Taha Bahadori	Joshua Kulas
Mohammad Taha Bahadori	Qi Rose Yu
Mohammad Taha Bahadori	Walter F. Stewart
Mohammad Taha Bahadori	Yan Liu
Mohammad Taha Bahadori	Yingying Fan
Mohammad Tanvir Irfan	Luis E. Ortiz
MohammadHossein Bateni	Aditya Bhaskara
MohammadHossein Bateni	Silvio Lattanzi
MohammadHossein Bateni	Vahab S. Mirrokni
Mohit Iyyer	Ishaan Gulrajani
Mohit Iyyer	James Bradbury
Mohit Iyyer	Richard Socher
Mohit Iyyer	Romain Paulus
Mohit Iyyer	Victor Zhong
Mohit Sharma	Charles M. Gaona
Mohit Sharma	Eric Leuthardt
Mohit Sharma	Jarod Roland
Mohit Sharma	Jonathan Breshears
Mohit Sharma	Kilian Q. Weinberger
Mohit Sharma	Zachary Freudenburg
Mohsen Bayati	Andrea Montanari
Mohsen Bayati	José Bento
Mohsen Bayati	Murat A. Erdogdu
Mohsen Hejrati	Deva Ramanan
Moitreya Chatterjee	Anurag Mittal
Mona Eberts	Ingo Steinwart
Monica Babes	Kaushik Subramanian
Monica Babes	Vukosi N. Marivate
Monica Dinculescu	Doina Precup
Monir Hajiaghayi	Alexandre Bouchard-Côté
Monir Hajiaghayi	Bonnie Kirkpatrick
Monir Hajiaghayi	Liangliang Wang
Moo K. Chung	Sterling C. Johnson
Moo K. Chung	Vikas Singh
Moontae Lee	David Bindel
Moontae Lee	David M. Mimno
Moontae Lee	Seok Hyun Jin
Moquan Wan	Zoubin Ghahramani
Moritz Hardt	Aaron Roth
Moritz Hardt	Ben Recht
Moritz Hardt	Eric Price
Moritz Hardt	Frank McSherry
Moritz Hardt	Katrina Ligett
Moritz Hardt	Ludwig Schmidt
Moritz Hardt	Nati Srebro
Moritz Hardt	Omer Reingold
Moritz Hardt	Toniann Pitassi
Moritz Hardt	Yoram Singer
Moritz Helmstaedter	H. Sebastian Seung
Moritz Helmstaedter	Winfried Denk
Mort Naraghi-Pour	Mihaela van der Schaar
Morten Mørup	Anne-Marie Dogonowski
Morten Mørup	Hartwig R. Siebner
Morten Mørup	Kristoffer Hougaard Madsen
Morten Mørup	Lars Kai Hansen
Morten Mørup	Mikkel N. Schmidt
Morteza Alamgir	Ulrike von Luxburg
Morteza Ibrahimi	Adel Javanmard
Morteza Ibrahimi	Andrea Montanari
Morteza Ibrahimi	Benjamin Van Roy
Morteza Zadimoghaddam	Amin Karbasi
Morteza Zadimoghaddam	Andreas Krause 0001
Morteza Zadimoghaddam	Avrim Blum
Mostafa Rahmani	George K. Atia
Motoki Imamura	Ichiro Takeuchi
Motoki Imamura	Masashi Sugiyama
Motonobu Kanagawa	Bharath K. Sriperumbudur
Motonobu Kanagawa	Kenji Fukumizu
Moustapha Cissé	Maruan Al-Shedivat
Moustapha Cissé	Nicolas Usunier
Moustapha Cissé	Patrick Gallinari
Moustapha Cissé	Samy Bengio
Moustapha Cissé	Thierry Artières
Mrinal Kalakrishnan	Ludovic Righetti
Mrinal Kalakrishnan	Peter Pastor
Mrinal Kalakrishnan	Stefan Schaal
Mrinal Kanti Das	Chiranjib Bhattacharyya
Mrinal Kanti Das	Kanchi Gopinath
Mrinal Kanti Das	Suparna Bhattacharya
Mrinal Kanti Das	Trapit Bansal
Mu Li	Alexander J. Smola
Mu Li	Bao-Liang Lu
Mu Li	David G. Andersen
Mu Li	James T. Kwok
Mu Li	Kai Yu
Mu Niu	Dirk Husmeier
Mu Niu	Maurizio Filippone
Mu Niu	Simon Rogers
Muhammad J. Amjad	Devavrat Shah
Mulugeta Semework	John S. Choi
Mulugeta Semework	Joseph T. Francis
Mulugeta Semework	José Carlos Príncipe
Murat A. Erdogdu	Andrea Montanari
Murat A. Erdogdu	Lee H. Dicker
Murat Ayhan	Anthony Maida
Murat Dundar	Alan Qi
Murat Dundar	Bartek Rajwa
Murat Dundar	Ferit Akova
Murat Kocaoglu	Adam R. Klivans
Murat Kocaoglu	Alexandros G. Dimakis
Murat Kocaoglu	Karthikeyan Shanmugam
Murat Kocaoglu	Sriram Vishwanath
Mustafa Bilgic 0001	Lilyana Mihalkova
Mustafa Bilgic 0001	Lise Getoor
Mustafa Suleyman	Phil Blunsom
Myunghwan Kim 0002	Jure Leskovec
Mário A. T. Figueiredo	Eric P. Xing
Mário A. T. Figueiredo	Noah A. Smith
Mário A. T. Figueiredo	Pedro M. Q. Aguiar
Márk Jelasity	Balázs Kégl
Mátyás A. Sustik	Inderjit S. Dhillon
Mátyás A. Sustik	Pradeep Ravikumar
Mátyás A. Sustik	Russell A. Poldrack
Mátyás Brendel	Balázs Kégl
Mátyás Brendel	Michèle Sebag
Mélanie Rey	Thomas J. Fuchs
Mélanie Rey	Volker Roth 0001
N. Maritza Dowling	Sterling C. Johnson
N. Maritza Dowling	Vikas Singh
Nadathur Satish	Md. Mostofa Ali Patwary
Nadathur Satish	Narayanan Sundaram
Nadathur Satish	Prabhat
Nadathur Satish	Ryan P. Adams
Nadav Cohen	Amnon Shashua
Nader H. Bshouty	Philip M. Long
Nadia Bianchi-Berthouze	Massimiliano Pontil
Nadia Payet	Sinisa Todorovic
Nadya T. Bliss	Patrick J. Wolfe
Nagarajan Natarajan	Ambuj Tewari
Nagarajan Natarajan	Inderjit S. Dhillon
Nagarajan Natarajan	Pradeep Ravikumar
Nagesh Adluru	Andrew L. Alexander
Nagesh Adluru	Chris Hinrichs
Nagesh Adluru	Vikas Singh
Naiyan Wang	Dit-Yan Yeung
Naji Shajarisales	Bernhard Schölkopf
Naji Shajarisales	Dominik Janzing
Naji Shajarisales	Michel Besserve
Nakul Verma	Kristin Branson
Nakul Verma	Piotr Dollár
Nakul Verma	Serge J. Belongie
Nal Kalchbrenner	Alex Graves
Nal Kalchbrenner	Koray Kavukcuoglu
Nal Kalchbrenner	Lasse Espeholt
Nal Kalchbrenner	Oriol Vinyals
Nam H. Nguyen	Nasser M. Nasrabadi
Nam H. Nguyen	Trac D. Tran
Namrata Vaswani	Han Guo
Nan Ding	Chunyuan Li
Nan Ding	Dale Schuurmans
Nan Ding	Hartmut Neven
Nan Ding	Lawrence Carin
Nan Ding	Robert D. Skeel
Nan Ding	Ryan Babbush
Nan Ding	S. V. N. Vishwanathan
Nan Ding	Wray L. Buntine
Nan Ding	Yizhe Zhang
Nan Ding	Youhan Fang
Nan Ding	Yuan (Alan) Qi
Nan Du	Alexander J. Smola
Nan Du	Heidemarie Schmidt
Nan Du	Hongyuan Zha
Nan Du	Isabel Valera
Nan Du	Jimeng Sun
Nan Du	Le Song
Nan Du	Manuel Gomez-Rodriguez
Nan Du	Maria-Florina Balcan
Nan Du	Ming Yuan
Nan Du	Niao He
Nan Du	Rakshit Trivedi
Nan Du	Yichen Wang
Nan Du	Yingyu Liang
Nan Jiang	Alex Kulesza
Nan Jiang	Lihong Li 0001
Nan Jiang	Satinder P. Singh
Nan Li	Longin Jan Latecki
Nan Li	Rong Jin
Nan Li	Zhi-Hua Zhou
Nan Ye	David Hsu
Nan Ye	Hai Leong Chieu
Nan Ye	Kian Ming Adam Chai
Nan Ye	Wee Sun Lee
Nancy Kanwisher	Polina Golland
Nando de Freitas	Alexander J. Smola
Nando de Freitas	Hugo Larochelle
Nando de Freitas	Jo-Anne Ting
Nando de Freitas	Masrour Zoghi
Nando de Freitas	Shimon Whiteson
Nando de Freitas	Vittorio Murino
Naonori Kakimura	Kazuhiro Inaba
Naonori Kakimura	Ken-ichi Kawarabayashi
Naonori Ueda	Joshua B. Tenenbaum
Naonori Ueda	Masakazu Ishihata
Naoto Ohsaka	Yuichi Yoshida
Narayanan Sundaram	Md. Mostofa Ali Patwary
Narayanan Sundaram	Prabhat
Narayanan Sundaram	Ryan P. Adams
Narcís Cardoner	Carles Soriano-Mas
Nasser M. Nasrabadi	Trac D. Tran
Natalia Mota	Diego Fernández Slezak
Natalia Mota	Guillermo A. Cecchi
Natalia Mota	Mariano Sigman
Natalia Mota	Mauro Copelli
Natalia Mota	Sidarta Ribeiro
Nataliya Shapovalova	Greg Mori
Nataliya Shapovalova	Leonid Sigal
Nataliya Shapovalova	Michalis Raptis
Nate Derbinsky	Javier Alonso-Mora
Nate Derbinsky	Jonathan S. Yedidia
Nate Veldt	David F. Gleich
Nate Veldt	Michael W. Mahoney
Nathan Dowlin	John Wernsing
Nathan Dowlin	Kim Laine
Nathan Dowlin	Kristin E. Lauter
Nathan Dowlin	Michael Naehrig
Nathan Korda	Balázs Szörényi
Nathan Korda	Shuai Li
Nathan Lay	Adrian Barbu
Nathan Nan Liu	Qiang Yang 0001
Nathan Parrish	Maya R. Gupta
Nathan Silberman	Dilip Krishnan
Nathan Silberman	Dumitru Erhan
Nathan Srebro	Ambuj Tewari
Nathan Srebro	Joel A. Tropp
Nathan Srebro	Karthik Sridharan
Nathan Srebro	Naftali Tishby
Nathan Srebro	Tong Zhang 0001
Nathan Wiebe	Krysta Marie Svore
Nathanael Chambers	Dan Jurafsky
Nathaniel J. Smith	Michael C. Frank
Nathaniel J. Smith	Noah D. Goodman
Nathaniel Korda	Emilie Kaufmann
